baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_name.84	gene_type.84	chr.84	start.84	stop.84	loc.84	Gene	gene_type.107	chr	start	stop.107	loc.107	gene_id.107
GLYCTK	461.443413488562	0.239678183188776	0.171444469620188	1.39799308615642	0.16211514338254	0.495988213776159	ENSG00000168237	GLYCTK	protein_coding	chr3	52287089	52293476	chr3:52287089	GLYCTK	protein_coding	chr3	52287089	52295257	chr3:52287089	ENSG00000168237
GLYCTK-AS1	23.1831886227364	0.312792795993172	0.295664316276037	1.05793218448838	0.290086360865066	0.635866745311354	ENSG00000242797	GLYCTK-AS1	processed_transcript	chr3	52288580	52299067	chr3:52288580	GLYCTK-AS1	lncRNA	chr3	52288580	52299067	chr3:52288580	ENSG00000242797
GLYR1	2725.49002993433	-0.201006979570089	0.0923940462388833	-2.17554039196842	0.0295896446747272	0.225701123372405	ENSG00000140632	GLYR1	protein_coding	chr16	4803203	4847342	chr16:4803203	GLYR1	protein_coding	chr16	4803203	4847288	chr16:4803203	ENSG00000140632
GM2A	485.482348126307	-0.402633070866905	0.134390167244051	-2.99600096587221	0.00273545567288255	0.0650772321284729	ENSG00000196743	GM2A	protein_coding	chr5	151212150	151270440	chr5:151212150	GM2A	protein_coding	chr5	151212150	151270440	chr5:151212150	ENSG00000196743
GMCL1	974.912500759762	-0.0103240789391516	0.124783229905695	-0.0827361092268091	0.934061372277455	0.978605708284164	ENSG00000087338	GMCL1	protein_coding	chr2	69829642	69881396	chr2:69829642	GMCL1	protein_coding	chr2	69829660	69881384	chr2:69829660	ENSG00000087338
GMDS	379.568403432312	-0.058927113965096	0.187389330606729	-0.314463549094827	0.75316899688858	0.913512569082734	ENSG00000112699	GMDS	protein_coding	chr6	1623806	2245692	chr6:1623806	GMDS	protein_coding	chr6	1623806	2245605	chr6:1623806	ENSG00000112699
GMEB1	1193.3382504105	-0.203821824333568	0.090723071614739	-2.24663716412854	0.0246632250251231	0.207408433857956	ENSG00000162419	GMEB1	protein_coding	chr1	28668732	28719353	chr1:28668732	GMEB1	protein_coding	chr1	28668778	28719353	chr1:28668778	ENSG00000162419
GMEB2	2115.81717952979	0.43794375646178	0.196470511910572	2.22905591380105	0.0258101847350371	0.211653447278824	ENSG00000101216	GMEB2	protein_coding	chr20	63587602	63627041	chr20:63587602	GMEB2	protein_coding	chr20	63587602	63627101	chr20:63587602	ENSG00000101216
GMFB	1963.50479623481	0.333774579487298	0.113964181500391	2.92876739948466	0.00340308978482689	0.0731946344734212	ENSG00000197045	GMFB	protein_coding	chr14	54474484	54489196	chr14:54474484	GMFB	protein_coding	chr14	54474484	54489026	chr14:54474484	ENSG00000197045
GMFG	4772.51684963357	0.0770969925507611	0.211080294503074	0.365249597231533	0.714925098634983	0.897228719965632	ENSG00000130755	GMFG	protein_coding	chr19	39328353	39342372	chr19:39328353	GMFG	protein_coding	chr19	39328353	39342372	chr19:39328353	ENSG00000130755
GMIP	3888.92973934865	0.00374258031171427	0.156054374705888	0.0239825401804199	0.980866535619806	0.994072681185963	ENSG00000089639	GMIP	protein_coding	chr19	19629476	19643667	chr19:19629476	GMIP	protein_coding	chr19	19629476	19643657	chr19:19629476	ENSG00000089639
GMNN	99.0363035254206	-0.477806922158155	0.169411941649331	-2.82038513641014	0.00479660422408012	0.0874676612573242	ENSG00000112312	GMNN	protein_coding	chr6	24774931	24786099	chr6:24774931	GMNN	protein_coding	chr6	24774931	24786099	chr6:24774931	ENSG00000112312
GMPPA	582.450714531131	-0.176953987440149	0.193678951508688	-0.913645938609963	0.36090291938583	0.696160403080142	ENSG00000144591	GMPPA	protein_coding	chr2	219498867	219506989	chr2:219498867	GMPPA	protein_coding	chr2	219498865	219513898	chr2:219498865	ENSG00000144591
GMPPB	1002.39703187022	-0.052143415320242	0.16594485969904	-0.314221334814528	0.753352939874396	0.913608872165563	ENSG00000173540	GMPPB	protein_coding	chr3	49716844	49723951	chr3:49716844	GMPPB	protein_coding	chr3	49716844	49723973	chr3:49716844	ENSG00000173540
GMPR2	1397.90736261903	-0.182088043881493	0.158098034847519	-1.15174134869615	0.249427375579561	0.598062667499974	ENSG00000100938	GMPR2	protein_coding	chr14	24232422	24239242	chr14:24232422	GMPR2	protein_coding	chr14	24232422	24239242	chr14:24232422	ENSG00000100938
GMPS	1879.27788537253	0.024849499714329	0.113873300986256	0.218220596918748	0.827257237755178	0.941465063475632	ENSG00000163655	GMPS	protein_coding	chr3	155870536	155944026	chr3:155870536	GMPS	protein_coding	chr3	155870650	155944020	chr3:155870650	ENSG00000163655
GNA11	246.990119097957	0.0645984543397173	0.240840319747424	0.268221095236311	0.788529138077454	0.927192928895704	ENSG00000088256	GNA11	protein_coding	chr19	3094410	3124004	chr19:3094410	GNA11	protein_coding	chr19	3094362	3123999	chr19:3094362	ENSG00000088256
GNA12	1386.15906990532	0.0888013041628232	0.194569944330119	0.456397849465166	0.648103911910859	0.869001558056212	ENSG00000146535	GNA12	protein_coding	chr7	2728112	2844324	chr7:2728112	GNA12	protein_coding	chr7	2728105	2844308	chr7:2728105	ENSG00000146535
GNA13	4603.07343714875	0.250710918101299	0.154527798986853	1.62243246681219	0.104710782171924	0.409922903848061	ENSG00000120063	GNA13	protein_coding	chr17	65010715	65056839	chr17:65010715	GNA13	protein_coding	chr17	65009289	65056740	chr17:65009289	ENSG00000120063
GNA15	212.846705312515	0.461634246989711	0.251349201895264	1.83662507582606	0.0662652628613237	0.331788777650864	ENSG00000060558	GNA15	protein_coding	chr19	3136193	3163769	chr19:3136193	GNA15	protein_coding	chr19	3136033	3163749	chr19:3136033	ENSG00000060558
GNAI2	14504.1778708295	-0.0550365214737744	0.202552755604307	-0.271714503757678	0.785841548342028	0.925929105423544	ENSG00000114353	GNAI2	protein_coding	chr3	50226292	50259355	chr3:50226292	GNAI2	protein_coding	chr3	50226292	50259362	chr3:50226292	ENSG00000114353
GNAI3	2157.8367549751	-0.211190053198214	0.130833208941116	-1.61419302413705	0.106485564637531	0.41214748165665	ENSG00000065135	GNAI3	protein_coding	chr1	109548611	109618321	chr1:109548611	GNAI3	protein_coding	chr1	109548615	109600195	chr1:109548615	ENSG00000065135
GNAL	219.220052621672	-0.129112573063923	0.131465456016901	-0.982102652481768	0.326049278866667	0.669030066471509	ENSG00000141404	GNAL	protein_coding	chr18	11688956	11885685	chr18:11688956	GNAL	protein_coding	chr18	11689264	11885685	chr18:11689264	ENSG00000141404
GNAO1	286.62590941843	-0.364973229288449	0.247777449785421	-1.47298807702041	0.140754250756927	0.466154702800998	ENSG00000087258	GNAO1	protein_coding	chr16	56191390	56357444	chr16:56191390	GNAO1	protein_coding	chr16	56191390	56357444	chr16:56191390	ENSG00000087258
GNAQ	3486.22420845603	0.354996538418925	0.147069166105907	2.41380669938174	0.0157868351792913	0.164272289467666	ENSG00000156052	GNAQ	protein_coding	chr9	77716087	78031458	chr9:77716087	GNAQ	protein_coding	chr9	77716097	78031811	chr9:77716097	ENSG00000156052
GNAS	19024.8000223186	0.0877221603253071	0.162941571129113	0.538365744956498	0.5903245704972	0.840750340012672	ENSG00000087460	GNAS	protein_coding	chr20	58839718	58911192	chr20:58839718	GNAS	protein_coding	chr20	58839718	58911192	chr20:58839718	ENSG00000087460
GNAS-AS1	67.8757020410683	-0.155903550968465	0.155060313457196	-1.00543812592964	0.314685929137168	0.659350065571799	ENSG00000235590	GNAS-AS1	antisense	chr20	58818919	58850903	chr20:58818919	GNAS-AS1	lncRNA	chr20	58818918	58850903	chr20:58818918	ENSG00000235590
GNB1	10360.1198813339	-0.035426482934055	0.150545733440543	-0.235320404799426	0.813960059002954	0.936182010746062	ENSG00000078369	GNB1	protein_coding	chr1	1785285	1891117	chr1:1785285	GNB1	protein_coding	chr1	1785285	1891117	chr1:1785285	ENSG00000078369
GNB1L	212.384644290807	-0.337505984582331	0.270011173134678	-1.24997043886768	0.211310346160786	0.558420662426672	ENSG00000185838	GNB1L	protein_coding	chr22	19783224	19854939	chr22:19783224	GNB1L	protein_coding	chr22	19783223	19854939	chr22:19783223	ENSG00000185838
GNB2	3234.35785134537	-0.196629898154479	0.253043693939117	-0.777059072658767	0.437123919067191	0.750949032775311	ENSG00000172354	GNB2	protein_coding	chr7	100673531	100679174	chr7:100673531	GNB2	protein_coding	chr7	100673567	100679174	chr7:100673567	ENSG00000172354
GNB4	292.074569168473	-0.428129603101156	0.113696960308812	-3.76553253436427	0.000166194480067827	0.0136586223797892	ENSG00000114450	GNB4	protein_coding	chr3	179396089	179451590	chr3:179396089	GNB4	protein_coding	chr3	179396088	179451476	chr3:179396088	ENSG00000114450
GNB5	1725.00309408786	0.0396527879509085	0.112573632777679	0.352238681230255	0.724659270042835	0.901345007429139	ENSG00000069966	GNB5	protein_coding	chr15	52115105	52191369	chr15:52115105	GNB5	protein_coding	chr15	52115100	52191392	chr15:52115100	ENSG00000069966
GNE	1151.56499905058	0.310387128623018	0.0831408280945498	3.73326963101736	0.000189010068217478	0.0147496881414925	ENSG00000159921	GNE	protein_coding	chr9	36214441	36277056	chr9:36214441	GNE	protein_coding	chr9	36214441	36277042	chr9:36214441	ENSG00000159921
GNG10	313.949845352714	-0.0557719187342317	0.193844403671084	-0.287714876870347	0.773565001242592	0.921268051180449	ENSG00000242616	GNG10	protein_coding	chr9	111661335	111670246	chr9:111661335	GNG10	protein_coding	chr9	111661605	111670226	chr9:111661605	ENSG00000242616
GNG2	4031.4191166153	-0.271951239176312	0.125884047557206	-2.16033122904417	0.0307470370689305	0.230385161552702	ENSG00000186469	GNG2	protein_coding	chr14	51826195	51979342	chr14:51826195	GNG2	protein_coding	chr14	51826195	51979342	chr14:51826195	ENSG00000186469
GNG5	890.299877046648	-0.165675326699193	0.198782730512955	-0.833449295477885	0.404591382875145	0.728787267559124	ENSG00000174021	GNG5	protein_coding	chr1	84498325	84506565	chr1:84498325	GNG5	protein_coding	chr1	84498323	84506581	chr1:84498323	ENSG00000174021
GNG7	432.725800537307	-0.0129023598813774	0.17714225824819	-0.0728361488047656	0.941936504752352	0.980870401246915	ENSG00000176533	GNG7	protein_coding	chr19	2511219	2702709	chr19:2511219	GNG7	protein_coding	chr19	2511219	2702694	chr19:2511219	ENSG00000176533
GNG8	22.1333510954467	0.0228654142371885	0.589941483653904	0.0387587834908093	0.969082706133833	0.990565489347312	ENSG00000167414	GNG8	protein_coding	chr19	46634076	46634685	chr19:46634076	GNG8	protein_coding	chr19	46633953	46636541	chr19:46633953	ENSG00000167414
GNGT2	67.4362345088372	-0.406917013437402	0.208472750710259	-1.9518954494103	0.0509506186731289	0.29309869010325	ENSG00000167083	GNGT2	protein_coding	chr17	49202791	49210574	chr17:49202791	GNGT2	protein_coding	chr17	49202791	49210574	chr17:49202791	ENSG00000167083
GNL1	2211.43331882021	0.163277369438092	0.13451181339326	1.21385152217622	0.224804427680975	0.572870119672549	ENSG00000204590	GNL1	protein_coding	chr6	30541377	30557174	chr6:30541377	GNL1	protein_coding	chr6	30541381	30556489	chr6:30541381	ENSG00000204590
GNL2	702.04651969051	-0.110933357997672	0.144304480647273	-0.768745069453733	0.442044663902638	0.754180784558868	ENSG00000134697	GNL2	protein_coding	chr1	37566816	37595935	chr1:37566816	GNL2	protein_coding	chr1	37566816	37595937	chr1:37566816	ENSG00000134697
GNL3	1764.5593143958	0.399510875385734	0.137171346267633	2.91249511108722	0.00358553813127371	0.0749071141948801	ENSG00000163938	GNL3	protein_coding	chr3	52681156	52694492	chr3:52681156	GNL3	protein_coding	chr3	52681156	52694497	chr3:52681156	ENSG00000163938
GNLY	875.328698384902	-1.29970312290484	0.720842135742253	-1.80303433783949	0.0713828221123311	0.343422630555906	ENSG00000115523	GNLY	protein_coding	chr2	85685175	85698854	chr2:85685175	GNLY	protein_coding	chr2	85685175	85698852	chr2:85685175	ENSG00000115523
GNMT	51.3528661058279	0.142779445478546	0.173433547308224	0.823251600942007	0.410364930457077	0.733025538517845	ENSG00000124713	GNMT	protein_coding	chr6	42960758	42963880	chr6:42960758	GNMT	protein_coding	chr6	42960754	42963880	chr6:42960754	ENSG00000124713
GNPAT	1079.53280823979	-0.195474257523245	0.12869973497696	-1.51883962743388	0.128802868506252	0.447703850936563	ENSG00000116906	GNPAT	protein_coding	chr1	231241207	231277973	chr1:231241207	GNPAT	protein_coding	chr1	231241207	231277973	chr1:231241207	ENSG00000116906
GNPDA1	749.915957530435	-0.277666829489022	0.217922414039392	-1.27415452289745	0.202608658663035	0.547720234515376	ENSG00000113552	GNPDA1	protein_coding	chr5	141991749	142013041	chr5:141991749	GNPDA1	protein_coding	chr5	141991749	142013041	chr5:141991749	ENSG00000113552
GNPDA2	721.730284442494	0.218194592144122	0.169796705933026	1.28503430584917	0.198780296224107	0.543507705733093	ENSG00000163281	GNPDA2	protein_coding	chr4	44682200	44726595	chr4:44682200	GNPDA2	protein_coding	chr4	44682200	44726588	chr4:44682200	ENSG00000163281
GNPNAT1	792.935417950185	-0.188729165152045	0.122875910682394	-1.53593299210508	0.124554815499755	0.440495641104516	ENSG00000100522	GNPNAT1	protein_coding	chr14	52775194	52791668	chr14:52775194	GNPNAT1	protein_coding	chr14	52775193	52791668	chr14:52775193	ENSG00000100522
GNPTAB	2449.10994190023	0.167271751010079	0.120135109668926	1.3923635769015	0.163812328187143	0.497827627841036	ENSG00000111670	GNPTAB	protein_coding	chr12	101745497	101830938	chr12:101745497	GNPTAB	protein_coding	chr12	101745499	101830959	chr12:101745499	ENSG00000111670
GNPTG	1141.95169113341	0.0477128147437578	0.163799791256805	0.291287396508056	0.77083152585921	0.920568870644214	ENSG00000090581	GNPTG	protein_coding	chr16	1351923	1364113	chr16:1351923	GNPTG	protein_coding	chr16	1351931	1365737	chr16:1351931	ENSG00000090581
GNRH1	93.2451231307251	-0.2253668373942	0.195510629068983	-1.15270887556033	0.249029897217823	0.597811256897964	ENSG00000147437	GNRH1	protein_coding	chr8	25419260	25424654	chr8:25419260	GNRH1	protein_coding	chr8	25419258	25424654	chr8:25419258	ENSG00000147437
GNRH2	32.3133699540603	0.230845974782217	0.221761362517925	1.0409657126974	0.297891461628182	0.643798607269889	ENSG00000125787	GNRH2	protein_coding	chr20	3043622	3045747	chr20:3043622	GNRH2	protein_coding	chr20	3043622	3045747	chr20:3043622	ENSG00000125787
GNS	2028.85797177426	-0.350163060856768	0.140396879711606	-2.49409432443264	0.0126278982325363	0.146018638748549	ENSG00000135677	GNS	protein_coding	chr12	64713445	64759447	chr12:64713445	GNS	protein_coding	chr12	64713445	64759431	chr12:64713445	ENSG00000135677
GOLGA1	1115.4142395252	-0.0567101412752667	0.105281739804896	-0.538651255007371	0.590127514059085	0.840628091817059	ENSG00000136935	GOLGA1	protein_coding	chr9	124878357	124948492	chr9:124878357	GOLGA1	protein_coding	chr9	124878275	124948492	chr9:124878275	ENSG00000136935
GOLGA2	1338.6055018953	-0.328260154186058	0.125145028558827	-2.62303791022551	0.00871495747506507	0.119867831421677	ENSG00000167110	GOLGA2	protein_coding	chr9	128255829	128275995	chr9:128255829	GOLGA2	protein_coding	chr9	128255829	128276026	chr9:128255829	ENSG00000167110
GOLGA3	4342.29981596833	-0.154119417171629	0.114608032804572	-1.34475231273214	0.178705234809512	0.517452515779111	ENSG00000090615	GOLGA3	protein_coding	chr12	132768909	132828858	chr12:132768909	GOLGA3	protein_coding	chr12	132768902	132829143	chr12:132768902	ENSG00000090615
GOLGA4	3720.04276025531	0.407752565192591	0.188974925387393	2.1577072426763	0.0309506004929416	0.231126223906365	ENSG00000144674	GOLGA4	protein_coding	chr3	37243177	37366751	chr3:37243177	GOLGA4	protein_coding	chr3	37243191	37366879	chr3:37243191	ENSG00000144674
GOLGA5	706.459003065805	-0.321931130992933	0.168292495399739	-1.91292624325441	0.05575749538977	0.306224845354015	ENSG00000066455	GOLGA5	protein_coding	chr14	92794231	92839963	chr14:92794231	GOLGA5	protein_coding	chr14	92794305	92839947	chr14:92794305	ENSG00000066455
GOLGA6L10	201.72614452321	0.209375507607143	0.212379119498706	0.985857310743859	0.324203137710926	0.667600346374127	ENSG00000278662	GOLGA6L10	protein_coding	chr15	82339998	82349475	chr15:82339998	GOLGA6L10	protein_coding	chr15	82339993	82349475	chr15:82339993	ENSG00000278662
GOLGA6L22	183.624134938365	0.242929775445635	0.15672198210271	1.5500682940982	0.121125125058729	0.43578459429294	ENSG00000277865	GOLGA6L22	protein_coding	chr15	22458903	22469230	chr15:22458903	GOLGA6L22	protein_coding	chr15	22458903	22469226	chr15:22458903	ENSG00000277865
GOLGA6L4	227.108841938606	0.216243125053979	0.209753680453082	1.03093840635778	0.302569704687298	0.648599698206234	ENSG00000184206	GOLGA6L4	protein_coding	chr15	84235773	84245368	chr15:84235773	GOLGA6L4	protein_coding	chr15	84235773	84245358	chr15:84235773	ENSG00000184206
GOLGA6L9	57.480473840308	-0.453964484867777	0.271311277476711	-1.67322379331152	0.0942832480426403	0.39198010528701	ENSG00000197978	GOLGA6L9	protein_coding	chr15	82430018	82439153	chr15:82430018	GOLGA6L9	protein_coding	chr15	82429816	82439153	chr15:82429816	ENSG00000197978
GOLGA7	2699.86464752696	0.187773904327911	0.116567027812252	1.61086636463227	0.10720885250899	0.413599081456189	ENSG00000147533	GOLGA7	protein_coding	chr8	41490396	41510980	chr8:41490396	GOLGA7	protein_coding	chr8	41488200	41511095	chr8:41488200	ENSG00000147533
GOLGA7B	973.208060426301	-0.0525274207024281	0.214028603012403	-0.245422434025718	0.806129360234782	0.93311827120957	ENSG00000155265	GOLGA7B	protein_coding	chr10	97850239	97871580	chr10:97850239	GOLGA7B	protein_coding	chr10	97849843	97871580	chr10:97849843	ENSG00000155265
GOLGA8A	8781.99842617628	-0.0857209468048133	0.153196754098977	-0.559548061634718	0.575787740051739	0.833291726446276	ENSG00000175265	GOLGA8A	protein_coding	chr15	34379068	34437466	chr15:34379068	GOLGA8A	protein_coding	chr15	34378935	34437808	chr15:34378935	ENSG00000175265
GOLGA8B	7666.21743870743	0.071595934811975	0.185465575801837	0.386033550983458	0.699471820977004	0.891949326519151	ENSG00000215252	GOLGA8B	protein_coding	chr15	34525207	34588503	chr15:34525207	GOLGA8B	protein_coding	chr15	34525095	34588503	chr15:34525095	ENSG00000215252
GOLGA8N	803.290598112229	0.0220512091510785	0.166919122475968	0.132107147605292	0.894899542494604	0.966917312620848	ENSG00000232653	GOLGA8N	protein_coding	chr15	32593456	32607310	chr15:32593456	GOLGA8N	protein_coding	chr15	32593456	32607310	chr15:32593456	ENSG00000232653
GOLGB1	4076.11816006179	0.218953448752758	0.185445320475522	1.18069007182987	0.237725866972632	0.587482134475994	ENSG00000173230	GOLGB1	protein_coding	chr3	121663199	121749767	chr3:121663199	GOLGB1	protein_coding	chr3	121663199	121749966	chr3:121663199	ENSG00000173230
GOLM1	423.676513621524	0.0584970563719577	0.162138051755606	0.360785489516868	0.718259810947235	0.89814087266279	ENSG00000135052	GOLM1	protein_coding	chr9	86026146	86100173	chr9:86026146	GOLM1	protein_coding	chr9	86026146	86100173	chr9:86026146	ENSG00000135052
GOLPH3	2513.41254543169	-0.143795165245071	0.114496013447791	-1.25589669819063	0.209153425841807	0.556210424281188	ENSG00000113384	GOLPH3	protein_coding	chr5	32124704	32174350	chr5:32124704	GOLPH3	protein_coding	chr5	32124716	32174319	chr5:32124716	ENSG00000113384
